volet,entity_id,entity_name,entity_types,cle_date,valeur_date,a_dateSource,valeur_dateSource,a_dateAuthority,valeur_dateAuthority,a_url,qualite_source,relations_probatoires,entree_biblio_appariee,annee_biblio,statut,decision_requise,question_pour_mael,notes,regime_de_preuve,confirme_par_these,motif_regime
1_dates_evenements,644be87209214927af0a4ffb959df6d8,InfrastructureEvent — Introduction des frais relais minimums (protocole),InfrastructureEvent,date,2012,oui,Bradbury 2014,non,,non,reference_nommee,quote supports[inverse]→1c0f4b0d8a314f5ea7c38835582136a9 (Quote — Nakamoto : 'frais de transaction si nécessaire' (Champagne 201)|quote supports[inverse]→a49967a693af4032a04eb4c15bff6aa3 (Quote — Jeff Garzik : deux seuils frais relais / frais de transaction )|source of[inverse]→13392028e0914028989b1b58efe04c03 (Bradbury 2014)|source of[inverse]→42b5d61f8b814235ab41901c076635f7 (Champagne 2014 Book of Satoshi)|source of[inverse]→f8d9b4f12815491ba6ad9d2caa0387db (Andresen 2016),,,adosse_fort,non,,référence(s) de dateSource retrouvée(s) au MD : Bradbury 2014 (MD l.210) ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,approximatif,non,granularite « annee » : la date elle-meme ne designe pas un jour
1_dates_evenements,69aa91b1014e4143b79c9f3547c29c6d,InfrastructureEvent — Introduction d’une limite de bloc (activée 2010-09-12),InfrastructureEvent,date,2010-07-15,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,ba1d7f22fdef48b4bbc489e736810412,"InfrastructureEvent — Kraken : plateforme d'échange cryptos (Jesse Powell, 2011)",InfrastructureEvent,date,2011,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2011 » de « InfrastructureEvent — Kraken : plateforme d'échange cryptos (Jesse Pow » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,approximatif,non,granularite « annee » : la date elle-meme ne designe pas un jour
1_dates_evenements,b3e21da76d6548fda0625c0410af758c,"InfrastructureEvent — Lancement Binance (plateforme d'échange mondiale, 2017)",InfrastructureEvent,date,14/07/2017,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 14/07/2017 » de « InfrastructureEvent — Lancement Binance (plateforme d'échange mondiale » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,b18c50643f6b4a59a9b06ff01ecf2e5c,"InfrastructureEvent — Lancement Casascius Physical Bitcoins (Mike Caldwell, 2011)",InfrastructureEvent,date,2011,non,,non,,non,aucune,source of[inverse]→e3a66f5b481943e2bf8276c057d70694 (Sedgwick 2018d),,,adosse_faible,non,,,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,f5161f664dbd43929b59d560548ddd87,InfrastructureEvent — Lancement Darkcoin / Dash (2014),InfrastructureEvent,date,18/01/2014,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 18/01/2014 » de « InfrastructureEvent — Lancement Darkcoin / Dash (2014) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,94ce188ef0534c1e8601226fc60163dd,InfrastructureEvent — Lancement Litecoin (LTC) par Charlie Lee (2011),InfrastructureEvent,date,2011-10-07,oui,Vérification externe 02/08/2026 ; thèse ch.I l.359,oui,EXTERNAL_VERIFICATION,non,renvoi_these,,,,adosse_fort,non,,"valeur composite : une mention « vérification externe » sans source nommée, et un renvoi à la thèse ; seul le second est relocalisable ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,af85b2621cb14132a88ffcb4e8185ac9,InfrastructureEvent — Lancement Peercoin (PoS) par Sunny King / Scott Nadal (2012),InfrastructureEvent,date,19/08/2012,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 19/08/2012 » de « InfrastructureEvent — Lancement Peercoin (PoS) par Sunny King / Scott  » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,55f0a933c1f6483f80adda294c744961,InfrastructureEvent — Lancement bourse d'échange Bitcoin en Inde (2016),InfrastructureEvent,date,01/07/2016,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 01/07/2016 » de « InfrastructureEvent — Lancement bourse d'échange Bitcoin en Inde (2016 » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,3c3d4fec977c4e788b850a0ea5cbebfa,"InfrastructureEvent — Lancement d'Ethereum (Frontier, 30 juillet 2015)",InfrastructureEvent,date,30/07/2015,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 30/07/2015 » de « InfrastructureEvent — Lancement d'Ethereum (Frontier, 30 juillet 2015) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,56a70d9580224ae6b51334139b921ee0,InfrastructureEvent — Lancement de Counterparty / XCP (janvier 2014),InfrastructureEvent,date,2014-01,non,,non,,non,aucune,source of[inverse]→0e96ccb67e8e4b5ba0f2c9af8d3276bd (Brokaw 2014),,,adosse_faible,non,,seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,7b73ed5f4e7149baaf8c534c809bc33f,InfrastructureEvent — Lancement de Namecoin (merge mining),InfrastructureEvent,date,2011-04-18,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,dbf09eba683d492da97f27513d7a4752,InfrastructureEvent — Lancement de Tether / USDT via Mastercoin/Omni (2015),InfrastructureEvent,date,2015,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2015 » de « InfrastructureEvent — Lancement de Tether / USDT via Mastercoin/Omni ( » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,approximatif,non,granularite « annee » : la date elle-meme ne designe pas un jour
1_dates_evenements,c4f2c47e95f2452daed330139fd8691f,"InfrastructureEvent — Ledger (premier hardware wallet français, 2014)",InfrastructureEvent,date,2014,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2014 » de « InfrastructureEvent — Ledger (premier hardware wallet français, 2014) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,5f06214e17074a14874220ed7195ded9,InfrastructureEvent — Levee de fonds Ethereum en BTC (2014),InfrastructureEvent,date,2014,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2014 » de « InfrastructureEvent — Levee de fonds Ethereum en BTC (2014) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,2ec8857fa7a24c70804d6a3a3e9d4d55,"InfrastructureEvent — Lightning Labs (premiere implementation LN, mars 2018)",InfrastructureEvent,date,2018-03,oui,Torpey 2018,non,,non,reference_nommee,source of[inverse]→54491adc29114776a8b0167125f10f5a (Torpey 2018),,,adosse_fort,non,,référence(s) de dateSource retrouvée(s) au MD : Torpey 2018 (MD l.?) ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,646140677b0c4a67855bdb001f4680cf,InfrastructureEvent — Limite de taille de bloc 1 Mo (15 juillet 2010),InfrastructureEvent,date,2010-07-15,oui,Bier 2021d,non,,non,reference_nommee,source of[inverse]→0db6743ed2b54329b3d5a1bc06de21e0 (Apodaca 2015)|source of[inverse]→7bfdc2d35c024d118b936ae6b45dc973 (Bier 2021d)|source of[inverse]→9c6092d4334640bca80190027bfbeef4 (Theymos 2015),,,adosse_fort,non,,"référence(s) de dateSource retrouvée(s) au MD : Bier 2021 (MD l.130,132,134,136,138,140) ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,4319dfd47a434d08a9cbc371e4c05506,InfrastructureEvent — Migration du code Bitcoin vers GitHub (2011),InfrastructureEvent,date,2011,oui,Lopp 2018,non,,non,reference_nommee,,,,adosse_fort,non,,référence(s) de dateSource retrouvée(s) au MD : Lopp 2018 (MD l.766) ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,608cc2e4c58247a48f6fa317fb91cbf8,InfrastructureEvent — MtGox perd 25 000 BTC (vol),InfrastructureEvent,date,2011-06-13,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,source of[inverse]→7e8f363118eb44e7b9878864a8f5e58a (Sedgwick 2019g),,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,60fec4fa361140efbaa72b212c415e9f,InfrastructureEvent — NYSE publie données de prix Bitcoin (2015),InfrastructureEvent,date,2015,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2015 » de « InfrastructureEvent — NYSE publie données de prix Bitcoin (2015) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,031391f624304483a4b820df6efea622,InfrastructureEvent — Nakamoto annonce une liste de diffusion dédiée (SourceForge),InfrastructureEvent,date,2008-12-10,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,06ac37fc6cf24af49ec79ec265159ad8,InfrastructureEvent — Nakamoto crée le forum Bitcointalk,InfrastructureEvent,date,2009-11-22,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,4f7fd6dcbdc349a08df4b66d92cb9cdc,InfrastructureEvent — Nakamoto introduces block size limit,InfrastructureEvent,date,2010-07-15,oui,Thèse — Chronologie 2 (p.88),oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"aucun libellé « Chronologie 2 » n'existe dans assets/MD/ ; le renvoi est paginé sur le PDF de la thèse, non relocalisable dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,92481a368bd24325a8990decb62e666b,InfrastructureEvent — Nakamoto réserve le nom de domaine bitcoin.org,InfrastructureEvent,date,2008-07-18,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,62d87c74d3504d84bfee3d8d5fb44f4d,InfrastructureEvent — Nasdaq publie donnees de prix Bitcoin (fin 2013),InfrastructureEvent,date,2013,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2013 » de « InfrastructureEvent — Nasdaq publie donnees de prix Bitcoin (fin 2013) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,f535babd17f4456bae93f6e02cb93337,InfrastructureEvent — New York Agreement : tentative de conciliation Scaling Debate (mai 2017),InfrastructureEvent,date,2017-05,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2017-05 » de « InfrastructureEvent — New York Agreement : tentative de conciliation S » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre II — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,60b665021b014f6d9803f0e227d8d076,InfrastructureEvent — NewLibertyStandard : modele de prix par cout minage (fev.2010),InfrastructureEvent,date,2010-02,oui,Sedgwick 2018b,non,,non,reference_nommee,,,,adosse_fort,non,,"référence(s) de dateSource retrouvée(s) au MD : Sedgwick 2018 (MD l.1092,1094,1096,1098,1100,1102,1104) ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,e7825fb2b95343959119bcc866c0390f,InfrastructureEvent — Op_Return War (conflit sur les usages non-monétaires de Bitcoin),InfrastructureEvent,date,2014,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2014 » de « InfrastructureEvent — Op_Return War (conflit sur les usages non-monéta » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,9041eaed3b7f4e1d9d276f5ca1b42d0e,InfrastructureEvent — OpenCoin / Ripple Labs : fondation de Ripple (2012),InfrastructureEvent,date,2012,non,,non,,non,aucune,source of[inverse]→f6f684376ae1449189b28f097a07fc6f (Bitmex Research 2018 Implementations),,,adosse_faible,non,,seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,549dedd53b84b0f870d09e03ac9fbceb,InfrastructureEvent — PR 9049 : insémination du bogue CVE-2018-17144 (octobre 2016),InfrastructureEvent,date,2016-10,oui,Thèse ch.III l.87,non,,non,renvoi_these,,,,adosse_fort,non,,aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre III — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,a02861544b794d229d08dc36c935fc77,"InfrastructureEvent — Parite BTC/$ (1$, debut 2011)",InfrastructureEvent,date,2011-02,oui,Le Calvez 2020,non,,non,reference_nommee,source of[inverse]→c712736b311b4648a71c6edd75b29f70 (Le Calvez 2020),,,adosse_fort,non,,référence(s) de dateSource retrouvée(s) au MD : Calvez 2020 (MD l.732) ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,120e6fa2cdfa464ea7e51a34386adb73,"InfrastructureEvent — Perte 9000 BTC (premier utilisateur, 10 aout 2010)",InfrastructureEvent,date,2010-08-10,oui,Sedgwick 2019,non,,non,reference_nommee,,,,adosse_fort,non,,"référence(s) de dateSource retrouvée(s) au MD : Sedgwick 2019 (MD l.1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090) ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,e2157aa27a83bd481000c494d7f869e8,InfrastructureEvent — Pivot « blockchain sans les UCN » des acteurs financiers et des médias (2015),InfrastructureEvent,date,2015,oui,Thèse ch.I l.289,non,,non,renvoi_these,,,,adosse_fort,non,,aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,8bc6f2749a284bb7add34a1739cec310,InfrastructureEvent — Premier logiciel de portefeuille léger (Electrum),InfrastructureEvent,date,2011-11-09,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,quote supports[inverse]→86325317e4e948df8f3d7ff228969196 (Quote — date — Electrum wallet launch — p.91)|quote supports[inverse]→d44b5cf9679a472a840943a48410e666 (Quote — Electrum (portefeuille léger) — p.91 (note 133)),,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,f28b9ec90edb4d7782ce4827a9cf9834,InfrastructureEvent — Premier minage FPGA (2011),InfrastructureEvent,date,2011,non,,non,,non,aucune,,,,non_adosse,oui,"La date « 2011 » de « InfrastructureEvent — Premier minage FPGA (2011) » peut-elle être rattachée à une source nommée (chronologie de la thèse avec page, référence, ou URL) ? oui/non",aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,approximatif,non,granularite « annee » : la date elle-meme ne designe pas un jour
1_dates_evenements,ef24c1fb7a7040b49a2c1e0194355cf1,InfrastructureEvent — Premier minage GPU,InfrastructureEvent,date,2010-04-01,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,quote supports[inverse]→c80f819dcb99461daccbd6220853d816 (Quote — Premier minage GPU — p.91)|source of[inverse]→0b6757906af240538fa81cb46e306e21 (Sedgwick 2019f),,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,8c6f302ba7484a718a163a6747c81fa5,InfrastructureEvent — Premier tournoi de poker en ligne utilisant BTC,InfrastructureEvent,date,2010-03-10,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,66a591458af644a9a0a83a0565e02488,InfrastructureEvent — Premier échange BTC/$ (NewLibertyStandard),InfrastructureEvent,date,2009-10-05,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,authored→04dd36dce5e64b6487820a2b61229d43 (NewLibertyStandard 2009 — Bitcoin exchange rate post)|source of[inverse]→01b382d629ca4147885aba6de31028b4 (Sedgwick 2018b)|source of[inverse]→17d787029b114193bac5a9a4eefac4c9 (Sedgwick 2018e),,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,09d15bd8d03c4fa38ecbd33cf5862f9b,InfrastructureEvent — Premier échange contre marchandise (pizzas),InfrastructureEvent,date,2010-05-21,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,source of[inverse]→1a65bbcf08a149a19181da4445b4d682 (Sedgwick 2018f),,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown",infere,non,"aucune confirmation par la these, aucune source primaire, granularite fine — origine de la date non etablie"
1_dates_evenements,500e47a7ba0346be981231b81afe7e88,InfrastructureEvent — Premiers NFT sur Namecoin (détournement d'usage),InfrastructureEvent,date,2011,oui,Whitebbit1111 2022,non,,non,reference_nommee,source of[inverse]→4cf7803656584b009ba11f1a99fdb6e8 (Whitebbit1111 2022),,,adosse_fort,non,,référence(s) de dateSource retrouvée(s) au MD : Whitebbit1111 2022 (MD l.1278) ; seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,approximatif,non,granularite « annee » : la date elle-meme ne designe pas un jour
1_dates_evenements,cb4acdc336754f22840ba9a4192a941e,InfrastructureEvent — Première ICO : Mastercoin (31 juillet 2013),InfrastructureEvent,date,2013-07-31,non,,non,,non,aucune,source of[inverse]→e318cea2b733450ca0992a87ead0b345 (Lars 2019a),,,adosse_faible,non,,seul repère textuel : chapter=Chapitre I — trop large pour adosser une date,these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
1_dates_evenements,ae1cb2659fd7470b8ec1aa621226b3e1,InfrastructureEvent — Première bourse BTC/EUR (Paymium),InfrastructureEvent,date,2011-08-16,oui,Thèse — Chronologie (figure) Chapitre I.2,oui,TIMELINE_FIGURE,non,renvoi_these,,,,adosse_fort,non,,"le renvoi vise la figure « Chronologie n° 6 » (assets/MD/01_chapitre_I.md l.255, section I.2) : c'est une image (media/image5.png) absente du dépôt — la date n'est relisible que dans assets/pdf/5_Chapitre_1.pdf, pas dans le Markdown ; aucune relation vers une Reference/PrimarySource/GreyLiterature/IndigenousLiterature/SourceQuote",these_verbatim,oui,"confirme mot pour mot par le texte de la these — source PROVISOIRE : la these est ici juge et partie, et le chantier a montre qu elle se contredit parfois elle-meme"
