id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid
G091;graphe;2011;annee;;acte;Migration du code Bitcoin vers GitHub (2011);poc;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de preuve de concept [DevelopmentPhase];;Migration du dépôt de code source Bitcoin de SourceForge vers GitHub en 2011, facilitant la collaboration ouverte. Étape de structuration de la gouvernance du développement protoco;4319dfd47a434d08a9cbc371e4c05506
G096;graphe;2011;annee;;acte;Premier minage FPGA (2011);poc;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Etape intermediaire entre GPU et ASIC dans la specialisation du hardware de minage.;f28b9ec90edb4d7782ce4827a9cf9834
G097;graphe;2011;annee;;acte;WeUseCoins et crypto.fr, medias communautaires (2011);poc;iv;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Emergence de medias specialises Bitcoin issus de la communaute, concurrencant les medias traditionnels.;0628e0fc39504e9e8b501e94365bbef8
G118;graphe;2011;annee;;acte;BIP-0001 : institutionnalisation du processus de développement Bitcoin;poc;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Premier Bitcoin Improvement Proposal (BIP-0001) proposé par Amir Taaki en 2011 : établit le cadre normatif et procédural régissant les modifications du protocole Bitcoin. Les dével;fda844ff24dc4fe6882516b72e6d71ce
G120;graphe;2011;annee;;acte;Flood attacks / attaques DOS par spam de transactions;poc;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Attaques par envoi massif de transactions de montant infinitésimal pour surcharger les nœuds Bitcoin (flood attacks). Risque structurel inhérent à la gratuité initiale du traitemen;398e5477ea2041a1a030330178fb9c52
G123;graphe;2011;annee;;acte;Premiers NFT sur Namecoin (détournement d'usage);poc;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Détournement carnavalesque : premiers tokens non fongibles consignés sur Namecoin. Illustre la dynamique d'innovation imprévue (Whitebbit1111 2022).;500e47a7ba0346be981231b81afe7e88
G131;graphe;2011;annee;;acte;Kraken : plateforme d'échange cryptos (Jesse Powell, 2011);poc;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Jesse Powell | Kraken;Phase de péché [DevelopmentPhase];;Plateforme d'échange de cryptomonnaies fondée par Jesse Powell (co-fondateur de Ripple/OpenCoin). L'une des principales de la phase de maturation.;ba1d7f22fdef48b4bbc489e736810412
G168;graphe;2011;annee;;acte;Lancement Casascius Physical Bitcoins (Mike Caldwell, 2011);poc;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de preuve de concept [DevelopmentPhase];;;b18c50643f6b4a59a9b06ff01ecf2e5c
G048;graphe;2011-01;mois;;acte;Mining pools emergence;poc;;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Mineurs Bitcoin | Satoshi Nakamoto | Core Developers (Bitcoin);Phase de péché [DevelopmentPhase];Mining pools /// InfrastructureEvent — Mining pools (coopératives de minage);Coopératives de mineurs mutualisant leur puissance de calcul pour stabiliser leurs revenus, la première (Slush Pool) apparaissant fin 2010.;7f80094676fd44a785c6483dbee4f8c5
G093;graphe;2011-02;mois;;acte;Slashdot article parite BTC/$ (fevrier 2011);poc;iv;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];InfrastructureEvent — Parite BTC/$ (1$, debut 2011);Article Slashdot saluant la parite d un BTC au dollar. Premier relais media tech mainstream de la valorisation Bitcoin.;33f6747a334543fcae909b2aaf0f04cd
G084;graphe;2011-02-01;jour;;acte;Première place d’échange illégale (Silk Road);poc;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Silk Road;Phase de péché [DevelopmentPhase];;Lancement de Silk Road en février 2011 par Ross Ulbricht (Dread Pirate Roberts), premier marché noir sur Tor exploitant Bitcoin pour l'anonymat des transactions.;a089031b82eb4c67b2cfc686016a3820
E026;catalogue+graphe;2011-04;mois;;acte;Article Forbes (Greenberg);poc;iv;bitcoin;medias_connaissance;;presse_medias;qualification_publique;;valorisation(+);non;;;mediatisation;ch.I l.271;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière";;Phase de preuve de concept [DevelopmentPhase];;cours pousse a 1.14 dollar;21e8e322b58f421aa3540bdeef5fde64
G085;graphe;2011-04-18;jour;;acte;Lancement de Namecoin (merge mining);poc;vii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Lancement de Namecoin en avril 2011, premier altcoin et premier système de nommage décentralisé basé sur le code Bitcoin, démontrant l'extensibilité du modèle.;7b73ed5f4e7149baaf8c534c809bc33f
G059;graphe;2011-05;mois;;acte;BitPay merchant payment processor;poc;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;BitPay;Phase de péché [DevelopmentPhase];;Processeur de paiements marchands Bitcoin fondé en 2011, permettant aux commerçants d'accepter BTC avec conversion automatique en dollars, facilitant l'adoption commerciale.;4e1cf0998d754fef8d8ace2d4daad389
G086;graphe;2011-06-03;jour;;acte;Service de portefeuille/paiement custodial BitPay;poc;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;BitPay;Phase de maturation [DevelopmentPhase];;Processeur de paiements marchands Bitcoin fondé en 2011, permettant aux commerçants d'accepter BTC avec conversion automatique en dollars, facilitant l'adoption commerciale.;d693882f7dc74d6cb9a875d029f155aa
E027;catalogue+graphe;2011-06-04;jour;;acte;PayPal retire de Bitcoinmarket.com (fraudes);poc;i*;bitcoin;institutions_financieres;;marches_plateformes;incident;;liquidite_convertibilite(-);non;;;marches;ch.I n.75 l.609;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements";;Phase de preuve de concept [DevelopmentPhase];;;a6db42830f81475a8050e8315e295426
G087;graphe;2011-06-13;jour;;acte;MtGox perd 25 000 BTC (vol);poc;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;MtGox;Phase de preuve de concept [DevelopmentPhase];;Vol de 25 000 BTC sur MtGox en juin 2011 suite à un hack du compte administrateur, première grande crise de sécurité d'un exchange Bitcoin.;608cc2e4c58247a48f6fa317fb91cbf8
E028;catalogue+graphe;2011-06-14;jour;;acte;WikiLeaks annonce accepter les BTC;poc;i*;bitcoin;medias_connaissance;;presse_medias;adoption;;valorisation(+);non;;;acces-usage;ch.I l.271 + l.277;"Chapitre I, section I.2 ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";WikiLeaks;Phase de péché [DevelopmentPhase];;cours multiplie par 8 - canal financier auxiliaire (texte);78dda096c4364121988bd3fb9757c53e
E029;catalogue+graphe;2011-07;mois;;acte;Flash crash MtGox (32 vers 0.01 dollar);poc;i*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;incident;;conf_methodique(-);non;;;marches;ch.I l.271;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";MtGox;Phase de preuve de concept [DevelopmentPhase];;problemes de securite - effet 2 valorisation(-);4f57a750014849e6b8676b66ef2aadd2
G088;graphe;2011-08-16;jour;;acte;Première bourse BTC/EUR (Paymium);poc;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Martti Malmi | Paymium;Phase de péché [DevelopmentPhase];;Lancement de Paymium, premier exchange BTC/EUR régulé en Europe, fondé par Pierre Noizat et Gonzague Grandval, précurseur de la régulation des exchanges.;ae1cb2659fd7470b8ec1aa621226b3e1
G068;graphe;2011-08-19;jour;;acte;Bitcoin Improvement Proposals standardization;poc;vi;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Amir Taaki;Phase de preuve de concept [DevelopmentPhase];;Mise en place du processus BIP (Bitcoin Improvement Proposal) en 2011, standardisant la soumission et l'évaluation des changements au protocole Bitcoin.;a494e3afcd4e41b5bc9a178c8c96483c
G089;graphe;2011-08-19;jour;;acte;Standardisation des propositions protocolaires (BIP);poc;vi;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;Phase de preuve de concept [DevelopmentPhase];;Mise en place du processus Bitcoin Improvement Proposal (BIP) en 2011 par Amir Taaki, standardisant la soumission et l'évaluation des changements protocolaires.;008274f26bfd46dcabf5589b2a1cd15f
E030;catalogue;2011-09;mois;;acte;Pieces Casascius (stockage a froid numismatique);poc;iii;bitcoin;entrepreneurs_exchanges;;entreprises_services;innovation_infrastructurelle;;nd;non;;;portefeuilles;ch.I n.74 l.607;;;;;;
E031;catalogue+graphe;2011-10;mois;;acte;Lancement de Litecoin (C. Lee);poc;vii;altcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;altcoins;ch.I l.359;I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;debut octobre 2011;94ce188ef0534c1e8601226fc60163dd
G017;graphe;2011-11-11;jour;;acte;CVE-2011-4447 — Wallet non-encryption;poc;;;;;;;;nd;oui;6;CVE-2011-4447;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;3c57e750960e4e97bf6cb2ba79e9f2cd
E032;catalogue;2012;annee;;acte;Entree du capital-risque (2.1 M dollars investis);peche;i*;transversal;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I n.90 l.639;;;;;annee a cheval poc/peche - phase indicative;
E033;catalogue+graphe;2012;annee;;acte;SatoshiDice lance (Voorhees);peche;i;bitcoin;entrepreneurs_exchanges;;entreprises_services;adoption;;usage_paiement(+);non;;;peche;ch.I l.279 + fig. n 6;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";;Phase de péché [DevelopmentPhase];;date texte non donnee;4af2142b31984dc280cf51546cf08e9c
E034;catalogue;2012;annee;;acte;Creation de Coinbase;peche;i*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;financiarisation;;nd;non;;;marches;fig. n 6 + ch.I l.287;;;;;[CHANTIER: localisation texte de la creation];
E035;catalogue+graphe;2012;annee;;acte;Lancement de la Fondation Bitcoin;peche;viii*;bitcoin;communautes_forums;entrepreneurs_exchanges;entreprises_services;innovation_infrastructurelle;;nd;non;;;representation;ch.I l.281 + n.84 l.627;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière";Mark Karpelès | Gavin Andresen | Charlie Shrem | Adam Back;Phase de péché [DevelopmentPhase];;fin 2012 - CA Karpeles Andresen Shrem;f9f289de35d14463999022184a680479
G004;graphe;2012;annee;;acte;Bogue Bitcoin-Qt Windows 2012 (Crash nœuds);poc;;;;;;;;nd;oui;8;CVE-2012-1910;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;;;2e5d597d1add45de83a060caea9a05c3
G101;graphe;2012;annee;;acte;Emergence services KYC/AML (2012-2013);poc;v;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Emergence des premiers services de conformite KYC (Know Your Customer) et AML (Anti-Money Laundering) guidant les entreprises Bitcoin dans un cadre reglementaire encore flou, suite;e94f426ef4b24efdb0a936bc1f5ee5ad
G109;graphe;2012;annee;;acte;Capital-risque dans l ecosysteme Bitcoin (2012-2015);poc;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;2012: 2.1M$ (premiers VC). 2013: 93M$ dans 38 entreprises. 2014: 369M$ dans 69. 2015: 448M$ dans 96 (record), dont Coinbase 75M$. Supplante le financement interne (Rauchs 2016, p. ;7387a5055a284717a5e8221d0bbd216d
G115;graphe;2012;annee;;acte;Introduction des frais relais minimums (protocole);poc;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Ajout protocolaire d'un seuil minimum de frais relais pour prévenir les flood attacks (envoi massif de transactions infinitésimales). Paramètres modifiés plusieurs fois (versions 0;644be87209214927af0a4ffb959df6d8
G128;graphe;2012;annee;;acte;OpenCoin / Ripple Labs : fondation de Ripple (2012);poc;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Société fondée par Jed McCaleb, Chris Larsen, Arthur Britto, Jesse Powell et David Schwartz. Premine total de 100 Mds XRP, 45 Mds en circulation (BitMEX Research 2018).;9041eaed3b7f4e1d9d276f5ca1b42d0e
E036;catalogue;2012-01;mois;;acte;The Second Bitcoin Whitepaper (Willett);poc;vii;altcoin;core_devs;;listes_forums;innovation_protocolaire;;nd;non;;;ico;ch.I l.373;;;;;conception du metaprotocole Mastercoin;
G018;graphe;2012-03-07;jour;;acte;CVE-2012-1909 — Transaction overwriting;poc;;;;;;;;nd;oui;7;CVE-2012-1909;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;a9f76f92c83143479499d10b87c6fe77
G099;graphe;2012-04;mois;;acte;BIP 16 : Pay-to-Script-Hash (avril 2012);peche;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;Phase de péché [DevelopmentPhase] | I.4 Conclusion du Chapitre I [ThesisSection];;BIP 16 introduit le standard P2SH qui inverse la charge de la preuve d'acces au UTXO de l'expediteur vers le receveur, permettant les transactions multi-signatures. Implementee en ;1eb70d76b39b4a86a102b5d42063c3ed
G019;graphe;2012-05-12;jour;;acte;CVE-2012-3789 — (Lack of) orphan txn resource limits;peche;;;;;;;;nd;oui;10;CVE-2012-3789;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;522baf7957ec403bb149dd90adb1ba6e
G020;graphe;2012-05-14;jour;;acte;CVE-2012-2459 — Block hash collision (via merkle root);peche;;;;;;;;nd;oui;11;CVE-2012-2459;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;69b8894ae6764333a270770b1fd661f3
G143;graphe;2012-08-19;jour;;acte;Lancement Peercoin (PoS) par Sunny King / Scott Nadal (2012);peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Peercoin (PPC) le 19 août 2012 par Sunny King et Scott Nadal, première cryptomonnaie à utiliser le Proof-of-Stake comme mécanisme de consensus alternatif au Proof-of-W;af85b2621cb14132a88ffcb4e8185ac9
G021;graphe;2012-08-23;jour;;acte;CVE-2012-4683 — Targeted DoS by CPU exhaustion using alerts;peche;;;;;;;;nd;oui;12;CVE-2012-4683;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;07328e2856b1462d882bd1a6a7dfdafa
G022;graphe;2012-08-24;jour;;acte;CVE-2012-4684 — Network-wide DoS using malleable signatures in alerts;peche;;;;;;;;nd;oui;13;CVE-2012-4684;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;f5fd3b0f03fa4e11af9b54455a81cdd7
G023;graphe;2012-09-16;jour;;acte;CVE-2012-4682 — DOS (manque d'informations);peche;;;;;;;;nd;oui;14;CVE-2012-4682;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;65b41c49b2244a85ab136ed849d95b6b
G070;graphe;2012-09-27;jour;;acte;Bitcoin Foundation creation;peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Création de la Bitcoin Foundation en septembre 2012, organisation à but non lucratif chargée de promouvoir et de standardiser Bitcoin, rapidement affaiblie par des scandales.;6c9b59cca3a544afac57f19fac6e0393
G142;graphe;2012-09-27;jour;;acte;Colored Coins (protocole méta-token sur Bitcoin, 2012);peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Proposition des Colored Coins par Yoni Assia et Meni Rosenfeld (2012) : représentation d'actifs réels sur la blockchain Bitcoin en associant une signification à des satoshis spécif;2a82b098ae8c4ec2ba420111cfe9493d
G145;graphe;2012-10-01;jour;;acte;Rapport BCE sur les monnaies virtuelles (octobre 2012);peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Publication par la Banque Centrale Européenne de son premier rapport sur les monnaies virtuelles (Virtual Currency Schemes, octobre 2012), première analyse institutionnelle europée;75f5c97d0a2648aea297475fa514300a
E037;catalogue;2012-10-29;jour;;acte;Rapport BCE Virtual Currency Schemes;peche;v*;transversal;regulateurs_etats;;instances_publiques;qualification_publique;;nd;non;;;conformite;ch.I l.281 + fig. n 6 (date);;;;;pousse a l'emergence de services de conformite (texte);
G061;graphe;2012-11;mois;;acte;First Bitcoin halving;peche;v;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Premier halving Bitcoin le 28 novembre 2012, réduisant la récompense minière de 50 à 25 BTC, confirmant le calendrier d'émission prévu par le protocole.;3f908f24165e4c248f55a7f93baab9d6
G144;graphe;2012-11-15;jour;;acte;WordPress accepte les paiements en Bitcoin (2012);peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;WordPress;I.4 Conclusion du Chapitre I [ThesisSection];;WordPress.com annonce l'acceptation des paiements en Bitcoin en novembre 2012 via BitPay, première grande plateforme web à adopter le BTC comme moyen de paiement pour les abonnemen;04de601cb8024a0a9e9f81974f1c8116
G069;graphe;2012-11-28;jour;;acte;First Bitcoin halving;peche;v;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de péché [DevelopmentPhase];;Premier halving Bitcoin le 28 novembre 2012, réduisant la récompense minière de 50 à 25 BTC, confirmant le calendrier d'émission prévu par le protocole.;45cd642a1b8b411092e611c51acdb791
E038;catalogue;2013;annee;;seuil;Pic des activites pecheresses (env. 51 pct on chain);peche;i*;bitcoin;nd;;on_chain;nd;;nd;non;;;peche;ch.I l.279;;;;;pic sur la phase de peche (Tasca et Liu);
E039;catalogue;2013;annee;;acte;Scission de chaine v0.8 (crise n 19);peche;vi;bitcoin;core_devs;mineurs;on_chain;incident;;nd;oui (n 19);;;crises-protocolaires;ch.I n.104 l.667;;;;;etiquetee CVE 2013 3220 par le texte - mars 2013 (fig.) - recensement seul;
E040;catalogue;2013;annee;;acte;Publication du WP d'Ethereum (Buterin);maturation;vii;ethereum;core_devs;;listes_forums;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;;;;;WP de 2013 - phase indicative (fin 2013);
E041;catalogue+graphe;2013;annee;;acte;Saisie de Silk Road (FBI) - arrestation d'Ulbricht;peche;v;bitcoin;regulateurs_etats;;instances_publiques;regulation;;valorisation(-);non;;;conformite;ch.I l.281;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Ross Ulbricht | Adrian Chen | Silk Road;Phase de maturation / Phase 3 Bitcoin [Concept] | Phase de péché [DevelopmentPhase];;fin 2013 - chute brutale du cours (texte) - declin des flux illegaux;1a666b0913364cc39236ea82f4d73ef5
E042;catalogue;2013;annee;;acte;Nasdaq publie des cotations agregees;maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;fin 2013 - phase indicative;
E043;catalogue;2013;annee;;seuil;Transactions illegales sous 1 pct (fin 2013-2018);maturation;i*;bitcoin;nd;;on_chain;nd;;nd;non;;;peche;ch.I l.287;;;;;Chainalysis;
G006;graphe;2013;annee;;acte;CVE-2013-3220 (Netsplit BIP-0050);peche;;;;;;;;nd;oui;19;CVE-2013-3220;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;72ed5cce1e98494385ca4eb091d6707c
G011;graphe;2013;annee;;acte;Fermeture Silk Road par le FBI (octobre 2013);peche;v;;;;;;;nd;oui;;;;graphe v97 (Chapitre I / Conclusion Chapitre III);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;Ross Ulbricht;;;;272f2d17b89d4912aca1c4f7b77b7332
G060;graphe;2013;annee;;acte;ASIC mining introduction;peche;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Introduction des circuits intégrés spécialisés (ASIC) pour le minage Bitcoin en 2013, remplaçant les GPU et concentrant la production de blocs entre quelques fabricants.;1dc7f42c96c142b2a30e7c36f5c6b290
G103;graphe;2013;annee;;acte;Trezor (premier hardware wallet, SatoshiLabs, 2013);peche;iii;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Trezor;Phase de maturation / Phase 3 Bitcoin [Concept];;Premier portefeuille physique Bitcoin (hardware wallet) lance par SatoshiLabs. Cles cryptographiques stockees hors ligne. Suivi par Ledger (2014).;f0da0d7be8df47b98cdb86fd6ee83033
G104;graphe;2013;annee;;acte;Nasdaq publie donnees de prix Bitcoin (fin 2013);peche;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;Le Nasdaq publie des donnees de prix agreges sur Bitcoin fin 2013 : premiere integration indirecte dans la finance institutionnelle.;62d87c74d3504d84bfee3d8d5fb44f4d
G124;graphe;2013;annee;;acte;CoinMarketCap : plateforme données cryptomarché (2013);peche;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Première plateforme de référence pour les données de capitalisation des CM. Source pour ElBahrawy et al. 2017 (1469 cryptoactifs 2013-2017).;de8f9cb71cfd4d75bd5129622d3eace7
G126;graphe;2013;annee;;acte;BTCC : plateforme d'échange Bitcoin chinoise (Bobby Lee);peche;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Plateforme d'échange Bitcoin fondée par Bobby Lee (frère de Charlie Lee). L'une des premières plateformes majeures asiatiques (Sedgwick 2018d).;75ac54bedbfb4fe5a5f32aa8f0e74677
G162;graphe;2013;annee;;acte;BIP-39 : phrases mnémoniques (wallets HD);peche;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;Phase de péché [DevelopmentPhase];;;22355ecc9bf04737be7e071a871509f3
