entity_id;entity_name;entity_types;attribute_key;grc20_value_type;raw_value;normalized_iso;granularity;format_family;dmy_ambiguous;type_key_mismatch;intra_entity_conflict;description_date_hint;description_conflict;plausibility_flag;notes
36872a2e0f2ba1af10285fc4a458d89e;Ethereum Hard Fork — Istanbul;ProtocolChange;dateSource;TEXT;Chronologie des HF d'Ethereum V1 (M. Rolland) — constituee et verifiee par l'auteur, non mobilisee dans la these;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur
36a71df1f997487eab76b897d010da1d;Loibl 2014;AcademicWork|Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
3737dd82ad0e4819aaacee0061c57c58;Rosenfeld 2012;IndigenousLiterature|Reference;year;TEXT;2012;2012;annee;annee;;oui;;;;ok;
380c6ee628ca4bfaae124a6004f932b3;Observation participante n°14;PrimarySource;dateEvenement;TIME;2017-09-09T00:00:00.000Z;2017-09-09;jour;TIME-ISO-Z;;non;;;;ok;
381f864130a54b6d9062d413ef56c681;PriceWindow — Flash crash MtGox : 32$ vers 0,01$ (juillet 2011);PriceWindow;date;TEXT;2011-07;2011-07;mois;ISO-mois;;oui;;;;ok;
38639c7e3bc04be98f694db7680027e8;Dupre Ponsot Servet 2015;Reference;year;TIME;2015-01-01T00:00:00.000Z;2015-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
38ffe3510ae04ff09cef5676920e4dc5;Blanc 2009 IMF;Reference;year;TIME;2009-01-01T00:00:00.000Z;2009-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
3952cb540d924df7a70f267da5d5009b;BIP-0042 — Bitcoin Fixed Monetary Supply (Inflation Bug);CrisisEvent;date;TEXT;01/04/2014;2014;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;;;ok;ordre jour/mois indecidable : « 01/04/2014 » se lit 2014-04-01 (JJ/MM) ou 2014-01-04 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee
398e5477ea2041a1a030330178fb9c52;InfrastructureEvent — Flood attacks / attaques DOS par spam de transactions;InfrastructureEvent;date;TEXT;2011;2011;annee;annee;;oui;;2014|2021;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2014|2021 la ou date vaut 2011 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
398e5477ea2041a1a030330178fb9c52;InfrastructureEvent — Flood attacks / attaques DOS par spam de transactions;InfrastructureEvent;dateSource;TEXT;Lopp 2021;;indeterminee;libre;;non;;2014|2021;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2021 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
39fdc0aac1f74b8daad7a5227b99c8a5;InfrastructureEvent — Démantèlement de Silk Road;InfrastructureEvent;date;TEXT;2013-10-02;2013-10-02;jour;ISO-jour;;oui;;2013-10;non;ok;description : accord d'annee (2013-10 contre 2013-10-02)
3a5f6962ebb4440283c245a23655a5a6;Baron 2003 — La gouvernance concept polysémique;AcademicWork|Reference;year;TEXT;2003;2003;annee;annee;;oui;;;;ok;
3a7d7850c35842dc9127080eb7d30db3;InfrastructureEvent — Article PCWorld sur Bitcoin (décembre 2009);InfrastructureEvent;date;TEXT;22/12/2009;2009-12-22;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;2009-12;non;ok;ordre etabli sans convention : le groupe 22 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA) | description : accord d'annee (2009-12 contre 2009-12-22)
3c3d4fec977c4e788b850a0ea5cbebfa;InfrastructureEvent — Lancement d'Ethereum (Frontier, 30 juillet 2015);InfrastructureEvent;date;TEXT;30/07/2015;2015-07-30;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;2015-07;non;ok;ordre etabli sans convention : le groupe 30 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA) | description : accord d'annee (2015-07 contre 2015-07-30)
3c57e750960e4e97bf6cb2ba79e9f2cd;CVE-2011-4447 — Wallet non-encryption;CrisisEvent;date;TEXT;11/11/2011;2011;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;;;ok;ordre jour/mois indecidable (11/11) mais les deux groupes sont egaux : les deux lectures donnent la meme date 2011-11-11 — normalized_iso s'arrete tout de meme a l'annee, aucune lecture n'etant etablie
3ceaf75ad5dc44f8baa0813b954cb5eb;Buterin 2013e;GreyLiterature|Reference;year;TEXT;2013;2013;annee;annee;;oui;;;;ok;
3cf3653bf51641c3bd3170342a520ffd;Greenberg 2011;GreyLiterature|Reference;year;TEXT;2011;2011;annee;annee;;oui;;;;ok;
3d0cbcef5e434da1adc012942e302113;Bitcoin Core 2018 Rapport divulgation;Reference;year;TIME;2018-01-01T00:00:00.000Z;2018-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
3d66b8ea06274e5ab33a801a5224454b;Ingham 2004 Nature of Money;Reference;year;TIME;2004-01-01T00:00:00.000Z;2004-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
3d76ab7fff1445c3a8dfb86736f5664f;Selgin 2014b — Synthetic Commodity Money;AcademicWork|Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
3dd742f499c64c5ba60e874c0435e859;InfrastructureEvent — eBay / PayPal intègre Bitcoin (2014-2015);InfrastructureEvent;date;TEXT;08/09/2014;2014;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;2014-09;non;ok;ordre jour/mois indecidable : « 08/09/2014 » se lit 2014-09-08 (JJ/MM) ou 2014-08-09 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee | description : accord d'annee (2014-09 contre 2014)
3de49d9ee3894690974b7273eb058edc;Pastinelli 2011 — Pour en finir avec l'ethnographie du virtuel;AcademicWork|Reference;year;TEXT;2011;2011;annee;annee;;oui;;;;ok;
3e7501abd4be41d991b3915e35c24b6c;Zamfir 2019 — Against Szabo's Law For A New Crypto Legal System;GreyLiterature|Reference;year;TEXT;2019;2019;annee;annee;;oui;;;;ok;
3e9d4208eaa247308802824363e39cd3;Song 2018 CVE post-mortem;Reference;year;TIME;2018-01-01T00:00:00.000Z;2018-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
3ed56967e0d24141a3fe023d6dfe5a01;BitMEX Research 2018b — Ripple story;GreyLiterature|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;
3f908f24165e4c248f55a7f93baab9d6;First Bitcoin halving;InfrastructureEvent;date;TEXT;2012-11;2012-11;mois;ISO-mois;;oui;;2012-11;non;ok;description : accord d'annee (2012-11 contre 2012-11)
411ff4df32994128bb93fc522fa8c2b2;Cohen 2002 — Monnaie électronique aube trompeuse;AcademicWork|Reference;year;TEXT;2002;2002;annee;annee;;oui;;;;ok;
4137356deade4efa9949582b186af808;Dupont 2018 — DAO Experiments in algorithmic governance;AcademicWork|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;
42b5d61f8b814235ab41901c076635f7;Champagne 2014 Book of Satoshi;Reference;year;TEXT;2014;2014;annee;annee;;oui;;;;ok;
4304b6cc4a5540a5957f98aea18c2792;Bier 2021b — Blocksize War Ch.3 Scaling I Montreal;AcademicWork|Reference;year;TEXT;2021;2021;annee;annee;;oui;;;;ok;
4319dfd47a434d08a9cbc371e4c05506;InfrastructureEvent — Migration du code Bitcoin vers GitHub (2011);InfrastructureEvent;date;TEXT;2011;2011;annee;annee;;oui;;2011|2018;non;ok;description : accord d'annee (2011|2018 contre 2011)
4319dfd47a434d08a9cbc371e4c05506;InfrastructureEvent — Migration du code Bitcoin vers GitHub (2011);InfrastructureEvent;dateSource;TEXT;Lopp 2018;;indeterminee;libre;;non;;2011|2018;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2018 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
437720ccbf8544bf9021181d3b3ba289;Entretien n°14;PrimarySource;dateInterview;TIME;2019-06-14T00:00:00.000Z;2019-06-14;jour;TIME-ISO-Z;;non;;;;ok;
43b7c14b59c1419e95aa6dcdf6885d84;Ostrom 2005 — Governing a Commons from a Citizen's Perspective;AcademicWork|Reference;year;TEXT;2005;2005;annee;annee;;oui;;;;ok;
4443393ff9094574a7c2adcd5fc96162;InfrastructureEvent — Proposition du ticker BTC;InfrastructureEvent;date;TEXT;2010-02-05;2010-02-05;jour;ISO-jour;;oui;;;;ok;
4443393ff9094574a7c2adcd5fc96162;InfrastructureEvent — Proposition du ticker BTC;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur
4443393ff9094574a7c2adcd5fc96162;InfrastructureEvent — Proposition du ticker BTC;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie (figure) Chapitre I.2;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur
44c1635ba9dd4d28b912403592782bc7;Hinkes 2021 Code Deference;Reference;year;TIME;2021-01-01T00:00:00.000Z;2021-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
44e842cde307496fb3701b6570386316;GovernanceProcess — CVE-2018-17144 résolution (septembre 2018);GovernanceProcess;dateEnd;TEXT;2018-09-20;2018-09-20;jour;ISO-jour;;oui;;;;ok;
44e842cde307496fb3701b6570386316;GovernanceProcess — CVE-2018-17144 résolution (septembre 2018);GovernanceProcess;dateStart;TEXT;2018-09-17;2018-09-17;jour;ISO-jour;;oui;;;;ok;
4510632442f34a1c8ad6f3fe0f17ad05;Nakamoto 2008 Bitcoin WP;Reference;year;TIME;2008-01-01T00:00:00.000Z;2008-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
4518f007658e4fce9cafcf06a922fcb0;Immersion : Utilisation DApps Ethereum et L1/L2;PrimarySource;dateDebut;TIME;2016-01-01T00:00:00.000Z;2016-01-01;jour;TIME-ISO-Z;;non;;;;ok;
4538f97bb85b07ecd652fb2bf6bede0c;InfrastructureEvent — Publication du WP d'Ethereum (Buterin, fin novembre 2013);InfrastructureEvent;date;TEXT;2013-11;2013-11;mois;ISO-mois;;oui;;2013-11;non;ok;description : accord d'annee (2013-11 contre 2013-11)
4538f97bb85b07ecd652fb2bf6bede0c;InfrastructureEvent — Publication du WP d'Ethereum (Buterin, fin novembre 2013);InfrastructureEvent;dateSource;TEXT;Thèse ch.I l.393;;indeterminee;libre;;non;;2013-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
4568cc431bce437ba36f137dbafbc67e;Aglietta & Cartelier 1998 — Ordre monétaire;AcademicWork|Reference;year;TEXT;1998;1998;annee;annee;;oui;;;;ok;
45c4a10053e84274966342ca3ecb5f12;Dashjr 2019 CVE History;Reference;year;TIME;2019-01-01T00:00:00.000Z;2019-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
45cd642a1b8b411092e611c51acdb791;InfrastructureEvent — First Bitcoin halving;InfrastructureEvent;date;TEXT;2012-11-28;2012-11-28;jour;ISO-jour;;oui;;2012-11;non;ok;description : accord d'annee (2012-11 contre 2012-11-28)
45cd642a1b8b411092e611c51acdb791;InfrastructureEvent — First Bitcoin halving;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2012-11;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
45cd642a1b8b411092e611c51acdb791;InfrastructureEvent — First Bitcoin halving;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie 2 (p.88);;indeterminee;libre;;non;;2012-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
462ca3c2907a45f0a4ef51d3bddbf906;Wood 2014 Yellow Paper;Reference;year;TIME;2014-01-01T00:00:00.000Z;2014-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
4714eee14a3441f59c65e6c1184a2098;Entretien n°13;PrimarySource;dateInterview;TIME;2019-06-04T00:00:00.000Z;2019-06-04;jour;TIME-ISO-Z;;non;;;;ok;
47d023c1e1b343b2b311162d19f9c365;Blanc 2009b — Usages de l'argent (Traité sociologie);AcademicWork|Reference;year;TEXT;2009;2009;annee;annee;;oui;;;;ok;
47e012e3a2e9497b9441929a2cedf35e;Sedgwick 2020a;GreyLiterature|Reference;consultedDate;TEXT;21 juillet 2020;2020-07-21;jour;libre;;non;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable
47e012e3a2e9497b9441929a2cedf35e;Sedgwick 2020a;GreyLiterature|Reference;date;TEXT;7 mars 2020;2020-03-07;jour;libre;;oui;;;;ok;date en toutes lettres (jour, mois, annee) : famille `libre` par convention de colonne, mais entierement derivable | role « point » : accord d'annee avec year
47e012e3a2e9497b9441929a2cedf35e;Sedgwick 2020a;GreyLiterature|Reference;year;TEXT;2020;2020;annee;annee;;oui;;;;ok;role « point » : accord d'annee avec date
482b58684cae41d8a755fc694a478b7b;May 2018;GreyLiterature|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;
496ef75551f5475ab7f7ec0c6f31052a;InfrastructureEvent — BitDNS : projet DNS distribué précurseur de Namecoin (nov. 2010);InfrastructureEvent;date;TEXT;2010-11;2010-11;mois;ISO-mois;;oui;;2010-11;non;ok;description : accord d'annee (2010-11 contre 2010-11)
496ef75551f5475ab7f7ec0c6f31052a;InfrastructureEvent — BitDNS : projet DNS distribué précurseur de Namecoin (nov. 2010);InfrastructureEvent;dateSource;TEXT;Nakamoto 2010b;;indeterminee;libre;;non;;2010-11;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2010 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
4af2142b31984dc280cf51546cf08e9c;InfrastructureEvent — SatoshiDice (lancement 24 avril 2012);InfrastructureEvent;date;TEXT;2012-04-24;2012-04-24;jour;ISO-jour;;oui;;2012-04|2013;non;ok;description : accord d'annee (2012-04|2013 contre 2012-04-24)
4af2142b31984dc280cf51546cf08e9c;InfrastructureEvent — SatoshiDice (lancement 24 avril 2012);InfrastructureEvent;dateSource;TEXT;"Voorhees 2013 ; Buterin 2013a ; 2013c";;indeterminee;libre;;non;;2012-04|2013;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2013 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
4cf7803656584b009ba11f1a99fdb6e8;Whitebbit1111 2022;GreyLiterature|Reference;year;TEXT;2022;2022;annee;annee;;oui;;;;ok;
4d123d178412441bbf33bfa8240e9c3c;InfrastructureEvent — First public French info site Bitcoin.fr;InfrastructureEvent;date;TEXT;2010-12-23;2010-12-23;jour;ISO-jour;;oui;;;;ok;
4d123d178412441bbf33bfa8240e9c3c;InfrastructureEvent — First public French info site Bitcoin.fr;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur
4d123d178412441bbf33bfa8240e9c3c;InfrastructureEvent — First public French info site Bitcoin.fr;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie 2 (p.88);;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur
4d2430ba5c22456387bea785f5b42a67;PriceWindow — Pic décembre 2013 (~1000$);PriceWindow;date;TEXT;2013-12;2013-12;mois;ISO-mois;;oui;;;;ok;
4df197e434614e35879f37a0c40d6679;Blanc 2009a — Monnaies sociales contraintes organisationnelles;AcademicWork|Reference;year;TEXT;2009;2009;annee;annee;;oui;;;;ok;
4e1a794249594b368e13e558174dea38;Attaque DDoS MtGox (mai 2013);CrisisEvent;date;TEXT;Mai 2013;2013-05;mois;libre;;oui;;;;ok;mois en toutes lettres + annee : famille `libre` par convention de colonne, mais entierement derivable
4e1cf0998d754fef8d8ace2d4daad389;BitPay merchant payment processor;InfrastructureEvent;date;TEXT;2011-05;2011-05;mois;ISO-mois;;oui;;2011;non;ok;description : accord d'annee (2011 contre 2011-05)
4e6ed42ae4d34771928eb19339e86dc7;Entretien n°25;PrimarySource;dateInterview;TIME;2020-02-24T00:00:00.000Z;2020-02-24;jour;TIME-ISO-Z;;non;;;;ok;
4e7c7974fdc04b07a244b8eec8550974;Knapp 1924 State Theory Money;Reference;year;TIME;1924-01-01T00:00:00.000Z;1924-01-01;jour;TIME-ISO-Z;;oui;;;;ok;cle `year` encodee en TIME au 1er janvier : la precision jour est un artefact d'encodage, la donnee utile est l'annee
4ed01f7542be4de9b53d4f30516ab5fb;Rauchs 2016;Reference;year;TEXT;2016;2016;annee;annee;;oui;;;;ok;
4f57a750014849e6b8676b66ef2aadd2;InfrastructureEvent — Flash crash MtGox : 32$ vers 0,01$ (juillet 2011);InfrastructureEvent;date;TEXT;2011-07;2011-07;mois;ISO-mois;;oui;;;;ok;
4f57a750014849e6b8676b66ef2aadd2;InfrastructureEvent — Flash crash MtGox : 32$ vers 0,01$ (juillet 2011);InfrastructureEvent;dateSource;TEXT;"Sedgwick 2019g ; BitMEX Research 2018";;indeterminee;libre;;non;;;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2018, 2019
4f5fca111aea4a4e9e658bc10a8c6cbb;Jentzsch 2016c — History of the DAO and Lessons Learned;IndigenousLiterature|Reference;year;TEXT;2016;2016;annee;annee;;oui;;;;ok;
4f7fd6dcbdc349a08df4b66d92cb9cdc;InfrastructureEvent — Nakamoto introduces block size limit;InfrastructureEvent;date;TEXT;2010-07-15;2010-07-15;jour;ISO-jour;;oui;;2010-09|2010-10;non;ok;description : accord d'annee (2010-09|2010-10 contre 2010-07-15)
4f7fd6dcbdc349a08df4b66d92cb9cdc;InfrastructureEvent — Nakamoto introduces block size limit;InfrastructureEvent;dateAuthority;TEXT;TIMELINE_FIGURE;;indeterminee;libre;;non;;2010-09|2010-10;;non_parsable;cle du perimetre qui ne porte PAS une date : niveau de preuve de la date (AUTHOR_VERIFIED / EXTERNAL_VERIFICATION / TIMELINE_FIGURE), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
4f7fd6dcbdc349a08df4b66d92cb9cdc;InfrastructureEvent — Nakamoto introduces block size limit;InfrastructureEvent;dateSource;TEXT;Thèse — Chronologie 2 (p.88);;indeterminee;libre;;non;;2010-09|2010-10;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
50099e850578442faa7127ce0c51bb53;Observation participante n°26;PrimarySource;dateEvenement;TIME;2020-03-04T00:00:00.000Z;2020-03-04;jour;TIME-ISO-Z;;non;;;;ok;
500e47a7ba0346be981231b81afe7e88;InfrastructureEvent — Premiers NFT sur Namecoin (détournement d'usage);InfrastructureEvent;date;TEXT;2011;2011;annee;annee;;oui;;2022;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2022 la ou date vaut 2011 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
500e47a7ba0346be981231b81afe7e88;InfrastructureEvent — Premiers NFT sur Namecoin (détournement d'usage);InfrastructureEvent;dateSource;TEXT;Whitebbit1111 2022;;indeterminee;libre;;non;;2022;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 1111, 2022 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
5060d49425084250939155fab66108ae;Allaire 2013 — Les communs comme infrastructure;AcademicWork|Reference;year;TEXT;2013;2013;annee;annee;;oui;;;;ok;
5062acdef7964498a764823149c32127;CVE-2015-3641 — OOM via p2p — Unspecified yet;CrisisEvent;date;TEXT;27/06/2015;2015-06-27;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;;;ok;ordre etabli sans convention : le groupe 27 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA)
50b94d8f76fa4e36a67e3dc28ad7a8d1;Hess & Ostrom 2003 — Information as Common-pool resource;AcademicWork|Reference;year;TEXT;2003;2003;annee;annee;;oui;;;;ok;
50f59bb92ad240b5846567c25ba452dd;Kindleberger 2017 — Bitcoin is fiat money too;GreyLiterature|Reference;year;TEXT;2017;2017;annee;annee;;oui;;;;ok;
51061825b7fb47ab9676f6fb393f996e;Hughes 1993 Cypherpunk Manifesto;Reference;year;TEXT;1993;1993;annee;annee;;oui;;;;ok;
51cd9218082f4db7b393a6d84f2f7b00;Moser et Bohme 2015;AcademicWork|Reference;year;TEXT;2015;2015;annee;annee;;oui;;;;ok;
5203960e41d1470fb6cda90d1da326d5;OpenEthereum / Parity;SoftwareClient;launchYear;TIME;2016-01-01T00:00:00.000Z;2016-01-01;jour;TIME-ISO-Z;;oui;;;;ok;
522baf7957ec403bb149dd90adb1ba6e;CVE-2012-3789 — (Lack of) orphan txn resource limits;CrisisEvent;date;TEXT;12/05/2012;2012;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;;;ok;ordre jour/mois indecidable : « 12/05/2012 » se lit 2012-05-12 (JJ/MM) ou 2012-12-05 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee
52825e0addb24136bf45eace9724984b;InfrastructureEvent — Braiins / Stratum V2 (protocole communication hashers/pools);InfrastructureEvent;date;TEXT;2019;2019;annee;annee;;oui;;2019;non;ok;description : accord d'annee (2019 contre 2019)
52825e0addb24136bf45eace9724984b;InfrastructureEvent — Braiins / Stratum V2 (protocole communication hashers/pools);InfrastructureEvent;dateSource;TEXT;Wirdum 2019;;indeterminee;libre;;non;;2019;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | ANNEES CITEES dans la valeur (non retenues comme date) : 2019 | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
52b78e8f887849daae08b2c1681272ed;GovernanceProcess — Adoption BIP-16 P2SH (avril 2012);GovernanceProcess;dateEnd;TEXT;2012-04;2012-04;mois;ISO-mois;;oui;;;;ok;
52b78e8f887849daae08b2c1681272ed;GovernanceProcess — Adoption BIP-16 P2SH (avril 2012);GovernanceProcess;dateStart;TEXT;2012-01;2012-01;mois;ISO-mois;;oui;;;;ok;
53915f16c8a34be58334fab98244a29e;Goodhart 2000 — Can Central Banking Survive the IT Revolution;AcademicWork|Reference;year;TEXT;2000;2000;annee;annee;;oui;;;;ok;
53e16cb611ff4dd6997b42194419652d;Controverse Taproot activation (2021);GovernanceConflict;period;TEXT;2021;2021;annee;annee;;non;;;;ok;
54491adc29114776a8b0167125f10f5a;Torpey 2018;GreyLiterature|Reference;year;TEXT;2018;2018;annee;annee;;oui;;;;ok;
544943d3d87a4c898c5e706622b2df97;InfrastructureEvent — France audition Commission des Finances sur les cryptomonnaies (2015);InfrastructureEvent;date;TEXT;07/11/2014;2014;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;2014|2015;non;ok;ordre jour/mois indecidable : « 07/11/2014 » se lit 2014-11-07 (JJ/MM) ou 2014-07-11 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee | description : accord d'annee (2014|2015 contre 2014)
549dedd53b84b0f870d09e03ac9fbceb;InfrastructureEvent — PR 9049 : insémination du bogue CVE-2018-17144 (octobre 2016);InfrastructureEvent;date;TEXT;2016-10;2016-10;mois;ISO-mois;;oui;;2018;oui;ok;CONFLIT DESCRIPTION : la description ne cite que 2018 la ou date vaut 2016-10 — une description cite volontiers des annees qui ne sont pas la date de l'entite : signalement, pas erreur etablie
549dedd53b84b0f870d09e03ac9fbceb;InfrastructureEvent — PR 9049 : insémination du bogue CVE-2018-17144 (octobre 2016);InfrastructureEvent;dateSource;TEXT;Thèse ch.III l.87;;indeterminee;libre;;non;;2018;;non_parsable;cle du perimetre qui ne porte PAS une date : reference bibliographique de la date (ex. « Sedgwick 2018e »), pas une date | aucune annee a quatre chiffres dans la valeur | description datee mais aucune annee derivee de la valeur : comparaison impossible, rien n'est conclu
54f5460c4a9f44f8bde5ddda237c835b;EIP-155 — Replay protection (post-fork);ProtocolProposal;year;TEXT;2016;2016;annee;annee;;oui;;;;ok;
55f0a933c1f6483f80adda294c744961;InfrastructureEvent — Lancement bourse d'échange Bitcoin en Inde (2016);InfrastructureEvent;date;TEXT;01/07/2016;2016;jour;DD-MM-YYYY-ou-MM-DD-YYYY;oui;oui;;2016;non;ok;ordre jour/mois indecidable : « 01/07/2016 » se lit 2016-07-01 (JJ/MM) ou 2016-01-07 (MM/JJ) , normalized_iso s'arrete a l'annee, aucune convention n'est appliquee | description : accord d'annee (2016 contre 2016)
5656bd5a2f974bbdb8d82530cdf936f3;CVE-2016-8889 — Debug console history storing sensitive info;CrisisEvent;date;TEXT;27/10/2016;2016-10-27;jour;DD-MM-YYYY-ou-MM-DD-YYYY;non;oui;;;;ok;ordre etabli sans convention : le groupe 27 depasse 12 et ne peut pas etre un mois (JJ/MM/AAAA)
5680ab9e9b6a4a1f8f66964f7214266a;Selgin 2013 — Quasi-Commodity Money;AcademicWork|Reference;year;TEXT;2013;2013;annee;annee;;oui;;;;ok;
