famille_id;entity_id_a;name_a;types_a;date_a;degre_a;entity_id_b;name_b;types_b;date_b;degre_b;signaux;ecart_jours;statut;preuve;decision_requise;question_pour_mael;notes
F13-NEWLIBERTYSTANDARD;66a591458af644a9a0a83a0565e02488;InfrastructureEvent — Premier échange BTC/$ (NewLibertyStandard);InfrastructureEvent;2009-10-05;9;60b665021b014f6d9803f0e227d8d076;InfrastructureEvent — NewLibertyStandard : modele de prix par cout minage (fev.2010);InfrastructureEvent;2010-02;6;nom-proche|dates-differentes|meme-acteur|description-contaminee;120~;two_distinct_events_possible;Les deux dates sont vraies et designent deux actes distincts, attestes separement par la these. (a) note 75, l.609 : « Le premier echange de BTC contre de la monnaie nationale a lieu le 12 octobre 2009 entre Martti Malmi et NewLibertyStandard (vente de 5 050 BTC pour 5,02 $) » — acte d'octobre 2009, porte par 66a59145 (date=2009-10-05). (b) note 78, l.615 : « En fevrier 2010, visant a depasser l'absence de cotation, NewLibertyStandard propose sur Bitcoin Talk une modelisation d'un prix des BTC deduit du cout energetique du minage » — acte de fevrier 2010, porte par 60b66502 (date=2010-02), dont l'attribut description reprend cette phrase presque mot pour mot.;oui;La fiche 66a59145, nommee « Premier echange BTC/$ » mais datee 2009-10-05, designe-t-elle la publication du premier taux (5 octobre) ou le premier echange contre monnaie nationale que la these date du 12 octobre 2009 ?;"NE PAS FORCER EN CONTRADICTION : c'est le cas type. La date 2010-02 de 60b66502 n'est pas une erreur, elle correspond a la note 78. Contamination a signaler : la description de tete de 60b66502 (« NewLibertyStandard publie en octobre 2009 le premier taux de change ») decrit l'acte de l'AUTRE fiche, alors que son attribut description decrit bien le modele de fevrier 2010. PRECISION SUR L'AUDIT ANTERIEUR : grc20-dedup-events-audit-v1 (point ouvert 4) recommandait de « dedoubler » NewLibertyStandard en 05/10/2009 et 12/10/2009 ; v111 porte bien deux fiches, mais coupees ailleurs (octobre 2009 / fevrier 2010), et la troisieme date (12/10/2009) n'est portee par aucune fiche. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1)."
F14-WIKILEAKS;944c9169ed3d416f95bebdfd4b9b1d20;InfrastructureEvent — Article PC World sur WikiLeaks/Bitcoin (decembre 2010);InfrastructureEvent;2010-12;26;78dda096c4364121988bd3fb9757c53e;InfrastructureEvent — WikiLeaks accepte le BTC;InfrastructureEvent;;25;jetons-rares-partages|dates-differentes|relation-precursor-of-declaree;;two_distinct_events_possible;Actes distincts, et le graphe l'affirme : 944c9169 porte 'precursor of' vers 78dda096. 944c9169 = article PC World de decembre 2010 sur l'interet de WikiLeaks pour Bitcoin, atteste par la these ch.I l.273 (« un article du journal grand public, PC World, sur l'interet de WikiLeaks pour Bitcoin, dont l'interet qu'il suscite fait planter le site Bitcointalk »). 78dda096 = adoption effective du BTC par WikiLeaks, sans attribut date.;oui;La fiche 78dda096 designe-t-elle l'annonce de decembre 2010 ou l'adoption effective de juin 2011 ?;Deux elements du graphe se contredisent sur 78dda096 : son attribut description dit « En decembre 2010, WikiLeaks debute l'acceptation de dons en Bitcoin », tandis que ses propres relations pointent vers « PriceWindow — WikiLeaks x8 (14 juin 2011) » et que la description de 944c9169 conclut « WikiLeaks adopte Bitcoin en juin 2011 ». Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F15-BITPAY;4e1cf0998d754fef8d8ace2d4daad389;BitPay merchant payment processor;InfrastructureEvent;2011-05;7;d693882f7dc74d6cb9a875d029f155aa;InfrastructureEvent — Service de portefeuille/paiement custodial BitPay;InfrastructureEvent;2011-06-03;4;nom-proche-FR-EN|description-identique|meme-domaine|dates-proches;30~;doublon_probable;"attribut description STRICTEMENT identique de part et d'autre : « Processeur de paiements marchands Bitcoin fonde en 2011, permettant aux commercants d'accepter BTC avec conversion automatique en dollars, facilitant l'adoption commerciale. » ; memes relations belongs to domain=Services de portefeuille et de paiement et mentions actor=BitPay.";oui;Faut-il ne conserver qu'une seule fiche BitPay, et laquelle des deux dates retenir (2011-05 ou 2011-06-03) ?;DEJA CONSIGNE, non arbitre : identity-debt-fr-en-v1.csv ligne P14. Divergence a signaler : les deux fiches rattachent BitPay a des phases differentes — 4e1cf099 a « Phase de peche », d693882f a « Phase de maturation ». La these ne donne aucune date de fondation de BitPay (ch.I n.80 et ch.II n.54 ne la mentionnent qu'en passant) : le texte ne peut pas departager les deux dates. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F16-OP-RETURN;e7825fb2b95343959119bcc866c0390f;InfrastructureEvent — Op_Return War (conflit sur les usages non-monétaires de Bitcoin);InfrastructureEvent;2014;23;43188ec45e15dbb64adc77e81b89dacd;Op_Return War;CrisisEvent;;5;nom-contenu|description-recouvrante|types-differents;;doublon_probable;"Meme controverse : les deux fiches decrivent le conflit sur l'opcode OP_RETURN et l'usage de la blockchain Bitcoin pour stocker des donnees non monetaires. e7825fb2 (date=2014) : « Conflit entre bitcoiners sur l'opcode OP_RETURN permettant d'inscrire des donnees arbitraires » ; 43188ec4 (sans date) : « Controverse au sein de Bitcoin sur l'opcode OP_RETURN et l'usage de la blockchain pour stocker des donnees ».";oui;La guerre de l'OP_RETURN doit-elle rester modelisee deux fois, en InfrastructureEvent et en CrisisEvent ?;Conflit de types : InfrastructureEvent vs CrisisEvent. doublons-verifies.csv l'a classee REJET_AUTO au seul motif « types differents » — le meme audit signalait (anomalie 2) que ce motif « n'est pas forcement un faux positif » et reservait la categorie a un examen separe. AUCUNE FUSION AUTOMATIQUE : le retypage releve de l'auteur. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F17-SILK-ROAD;272f2d17b89d4912aca1c4f7b77b7332;Fermeture Silk Road par le FBI (octobre 2013);CrisisEvent;Octobre 2013;10;1a666b0913364cc39236ea82f4d73ef5;InfrastructureEvent — Arrestation Ross Ulbricht / fermeture Silk Road (octobre 2013);InfrastructureEvent;2013-10;13;nom-proche|meme-mois|types-differents|relation-contributes-to-declaree;;indetermine;Le graphe modelise deja ces deux fiches comme distinctes et reliees : 1a666b09 porte 'contributes to' vers 272f2d17. Une fiche qui contribue a une autre n'est pas mecaniquement son doublon — mais ici les deux decrivent le meme mois et le meme fait, ce qui rend la relation ambigue.;oui;La relation 'contributes to' entre l'arrestation d'Ulbricht et la crise Silk Road est-elle une modelisation voulue (evenement infrastructurel alimentant une crise) ou le vestige d'un doublon ?;Ce qui manque pour trancher : l'intention de modelisation, que seul l'auteur detient. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F17-SILK-ROAD;272f2d17b89d4912aca1c4f7b77b7332;Fermeture Silk Road par le FBI (octobre 2013);CrisisEvent;Octobre 2013;10;673e389578a2423ea211086b2dfcdb05;InfrastructureEvent — Fermeture de SilkRoad (FBI);InfrastructureEvent;;3;nom-proche|meme-mois|types-differents;;doublon_probable;"Meme acte decrit sous deux types : 272f2d17 (CrisisEvent, date='Octobre 2013') « le FBI saisit le site Silk Road [...] et arrete son fondateur Ross Ulbricht » ; 673e3895 (InfrastructureEvent) « Fermeture de Silk Road par le FBI [...], arrestation de Ross Ulbricht ».";oui;La fermeture de Silk Road doit-elle rester modelisee a la fois en CrisisEvent et en InfrastructureEvent ?;Conflit de types. AUCUNE FUSION AUTOMATIQUE. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F17-SILK-ROAD;673e389578a2423ea211086b2dfcdb05;InfrastructureEvent — Fermeture de SilkRoad (FBI);InfrastructureEvent;;3;1a666b0913364cc39236ea82f4d73ef5;InfrastructureEvent — Arrestation Ross Ulbricht / fermeture Silk Road (octobre 2013);InfrastructureEvent;2013-10;13;nom-proche|meme-mois|meme-domaine|description-recouvrante;;doublon_probable;"Meme acte, octobre 2013 : fermeture de Silk Road par le FBI et arrestation de Ross Ulbricht. 673e3895 (sans attribut date) : « Fermeture de Silk Road par le FBI le 2 octobre 2013, arrestation de Ross Ulbricht » ; 1a666b09 (date=2013-10) : « Saisie de Silk Road par le FBI et arrestation de Ross Ulbricht en octobre 2013 ». La seconde englobe la premiere.";oui;Faut-il ne conserver qu'une seule fiche InfrastructureEvent pour la fermeture de Silk Road d'octobre 2013 ?;Divergence de jour a signaler entre les deux descriptions : « 2 octobre 2013 » (673e3895) contre « 1er octobre 2013 » (1a666b09). Famille de 3, une ligne par paire. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F18-BITCOIN-QT-V01;4ece5d2077c14b558480a3a80a7a550f;InfrastructureEvent — Bitcoin-Qt (client lourd);InfrastructureEvent;;25;5f86375d2ffa4575b9c1b18395bb82b1;InfrastructureEvent — Bitcoin-QT 0.1 client lourd (9 janvier 2009);InfrastructureEvent;2009-01-09;31;nom-proche|une-date-absente|meme-domaine;;two_distinct_events_possible;Deux objets possiblement distincts : 4ece5d20 (sans date) decrit l'artefact durable — « Client de reference Bitcoin avec interface graphique, renomme Bitcoin Core en 2014, incarnant la continuite du logiciel originel » — tandis que 5f86375d (date=2009-01-09) decrit un acte date, la publication de la version 0.1. Un logiciel qui dure et sa premiere publication ne sont pas le meme evenement.;oui;La fiche 4ece5d20 doit-elle rester un evenement, ou designe-t-elle en realite le logiciel lui-meme (donc un type acteur non humain plutot qu'un InfrastructureEvent) ?;doublons-verifies.csv n'apparie 4ece5d20 qu'a des fiches sans rapport (Fondation Bitcoin), jamais a 5f86375d. Le retypage eventuel est une decision de l'auteur. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F18-BITCOIN-QT-V01;4ece5d2077c14b558480a3a80a7a550f;InfrastructureEvent — Bitcoin-Qt (client lourd);InfrastructureEvent;;25;6c92b4f54bb54499b7e2d2c0625fccf7;InfrastructureEvent — Publication du code Bitcoin v0.1;InfrastructureEvent;2009-01-09;23;nom-proche|une-date-absente;;indetermine;Meme ambiguite que ci-dessus, sans element supplementaire : 4ece5d20 n'a ni date ni relation permettant de decider s'il designe l'artefact ou sa publication.;non;;Ce qui manque : un attribut date sur 4ece5d20, ou une decision de type. Depend de la ligne precedente. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F18-BITCOIN-QT-V01;6c92b4f54bb54499b7e2d2c0625fccf7;InfrastructureEvent — Publication du code Bitcoin v0.1;InfrastructureEvent;2009-01-09;23;5f86375d2ffa4575b9c1b18395bb82b1;InfrastructureEvent — Bitcoin-QT 0.1 client lourd (9 janvier 2009);InfrastructureEvent;2009-01-09;31;nom-proche|date-identique|description-recouvrante;0;doublon_probable;"Meme acte, meme jour : publication de la version 0.1 du logiciel Bitcoin le 9 janvier 2009. Les deux fiches portent date=2009-01-09. 6c92b4f5 : « Lancement public du logiciel Bitcoin v0.1 le 9 janvier 2009 » ; 5f86375d : « Publication du premier client Bitcoin (v0.1) par Nakamoto le 9 janvier 2009 sur Sourceforge ».";oui;Faut-il ne conserver qu'une seule fiche pour la publication du logiciel Bitcoin v0.1 du 9 janvier 2009 ?;Non relevee par doublons-verifies.csv. Famille de 3, une ligne par paire. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F19-MINING-POOLS;15864ab2cdcd41348eecc0daba8eb11d;InfrastructureEvent — Mining pools (coopératives de minage);InfrastructureEvent;;4;7f80094676fd44a785c6483dbee4f8c5;Mining pools emergence;InfrastructureEvent;2011-01;3;nom-proche|description-identique|meme-domaine|annotation-duplicateOf-existante;;doublon_probable;"attribut description STRICTEMENT identique sur les TROIS fiches : « Cooperatives de mineurs mutualisant leur puissance de calcul pour stabiliser leurs revenus, la premiere (Slush Pool) apparaissant fin 2010. » ; toutes trois rattachees a belongs to domain=Traitement des transactions.";oui;La grappe Mining pools, annotee duplicate-pending-merge depuis patch_10, doit-elle etre fusionnee — et si oui, sur quelle fiche, sachant que la canonique designee (15864ab2, degre 4) est MOINS reliee que la fiche marquee doublon (ee727747, degre 7) ?;SEULE grappe du perimetre deja annotee : ee727747 et 7f800946 portent duplicateOf=15864ab2 et reviewStatus=duplicate-pending-merge (patch_10, applique). Aucune chaine : 15864ab2 ne porte pas duplicateOf. PIEGE C5 CONFIRME sur v111 : la canonique retenue est la moins reliee. Ce releve ne designe aucune canonique. Anomalie annexe : 7f800946 porte date=2011-01 alors que la description commune situe Slush Pool « fin 2010 ». Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F19-MINING-POOLS;ee7277478ddc4c0886e8d73a4e2ce00d;Mining pools;InfrastructureEvent;;7;15864ab2cdcd41348eecc0daba8eb11d;InfrastructureEvent — Mining pools (coopératives de minage);InfrastructureEvent;;4;nom-proche|description-identique|meme-domaine|annotation-duplicateOf-existante;;doublon_probable;"attribut description STRICTEMENT identique sur les TROIS fiches : « Cooperatives de mineurs mutualisant leur puissance de calcul pour stabiliser leurs revenus, la premiere (Slush Pool) apparaissant fin 2010. » ; toutes trois rattachees a belongs to domain=Traitement des transactions.";oui;La grappe Mining pools, annotee duplicate-pending-merge depuis patch_10, doit-elle etre fusionnee — et si oui, sur quelle fiche, sachant que la canonique designee (15864ab2, degre 4) est MOINS reliee que la fiche marquee doublon (ee727747, degre 7) ?;SEULE grappe du perimetre deja annotee : ee727747 et 7f800946 portent duplicateOf=15864ab2 et reviewStatus=duplicate-pending-merge (patch_10, applique). Aucune chaine : 15864ab2 ne porte pas duplicateOf. PIEGE C5 CONFIRME sur v111 : la canonique retenue est la moins reliee. Ce releve ne designe aucune canonique. Anomalie annexe : 7f800946 porte date=2011-01 alors que la description commune situe Slush Pool « fin 2010 ». Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F19-MINING-POOLS;ee7277478ddc4c0886e8d73a4e2ce00d;Mining pools;InfrastructureEvent;;7;7f80094676fd44a785c6483dbee4f8c5;Mining pools emergence;InfrastructureEvent;2011-01;3;nom-proche|description-identique|meme-domaine|annotation-duplicateOf-existante;;doublon_probable;"attribut description STRICTEMENT identique sur les TROIS fiches : « Cooperatives de mineurs mutualisant leur puissance de calcul pour stabiliser leurs revenus, la premiere (Slush Pool) apparaissant fin 2010. » ; toutes trois rattachees a belongs to domain=Traitement des transactions.";oui;La grappe Mining pools, annotee duplicate-pending-merge depuis patch_10, doit-elle etre fusionnee — et si oui, sur quelle fiche, sachant que la canonique designee (15864ab2, degre 4) est MOINS reliee que la fiche marquee doublon (ee727747, degre 7) ?;SEULE grappe du perimetre deja annotee : ee727747 et 7f800946 portent duplicateOf=15864ab2 et reviewStatus=duplicate-pending-merge (patch_10, applique). Aucune chaine : 15864ab2 ne porte pas duplicateOf. PIEGE C5 CONFIRME sur v111 : la canonique retenue est la moins reliee. Ce releve ne designe aucune canonique. Anomalie annexe : 7f800946 porte date=2011-01 alors que la description commune situe Slush Pool « fin 2010 ». Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F20-SCALING-DEBATE;238900a65cec44bcad171c31850bc611;Scaling Debate (2015-2017);GovernanceConflict;period=2015-2017;19;22c507bdaa874229b5a4a145e23d123c;Scaling Debate;CrisisEvent;;3;nom-proche|une-date-absente|types-differents;;indetermine;"22c507bd est deja annotee doublon de e3742113, pas de 238900a6 ; elle est trop vide (degre 3, sans description ni date) pour qu'on puisse decider si elle dupliquait le CrisisEvent ou le GovernanceConflict.";non;;Depend de la resolution de la ligne precedente. Ne pas creer de seconde valeur de duplicateOf sur 22c507bd : c'est exactement l'incident C4 (deux duplicateOf contradictoires produisant une chaine). Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F20-SCALING-DEBATE;e3742113c4674c52930e54ff203f0ac6;Bitcoin Scaling Debate;CrisisEvent;2015-2017;66;22c507bdaa874229b5a4a145e23d123c;Scaling Debate;CrisisEvent;;3;nom-proche|une-date-absente|annotation-duplicateOf-existante;;doublon_probable;22c507bd (« Scaling Debate », CrisisEvent, degre 3, sans description ni date) porte deja duplicateOf=e3742113 et reviewStatus=duplicate-pending-merge (patch_10, applique). e3742113 (« Bitcoin Scaling Debate », date=2015-2017, degre 66) porte toute la description et tout le cablage.;oui;La fiche 22c507bd, annotee duplicate-pending-merge et vide de contenu, peut-elle etre effectivement fusionnee dans e3742113 ?;Ici le tri par dotation joue dans le bon sens (canonique degre 66 contre doublon degre 3), contrairement a F19. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F20-SCALING-DEBATE;e3742113c4674c52930e54ff203f0ac6;Bitcoin Scaling Debate;CrisisEvent;2015-2017;66;238900a65cec44bcad171c31850bc611;Scaling Debate (2015-2017);GovernanceConflict;period=2015-2017;19;nom-proche|periode-identique|description-recouvrante|types-differents;;indetermine;Les deux fiches decrivent le meme conflit 2015-2017 (Big Blockers contre Small Blockers, issue Bitcoin Cash) sous deux types : CrisisEvent (e3742113, date=2015-2017) et GovernanceConflict (238900a6, period=2015-2017). MAIS le meme empilement existe ailleurs et parait deliberé : pour The DAO, « Ethereum Hard Fork (juillet 2016) » (CrisisEvent) coexiste avec « Conflit DAO Fork (2016) » (GovernanceConflict). Le motif ne suffit donc pas a conclure au doublon.;oui;GovernanceConflict est-il une couche de modelisation voulue, distincte de CrisisEvent — auquel cas l'anomalie a corriger n'est pas un doublon mais l'absence de toute relation entre e3742113 et 238900a6 ?;Anomalie reelle relevee : e3742113 est cable a sa couche GovernanceProcess ('has governance process') et a son label indigene ('has indigenous label' vers « Guerre des blocs (Blocksize War) »), mais AUCUNE relation ne le relie a 238900a6. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F21-MULTISIG;4d131ce65c0e4ed4ac4da539f21979a2;Multisig wallet;InfrastructureEvent;;4;9960f885c0574decab10e3adaf96b6ec;ProtocolChange — multisig wallet;ProtocolChange;;3;nom-identique-apres-normalisation|meme-domaine|aucune-date|types-differents;;indetermine;Noms identiques apres normalisation (« multisig wallet ») et meme rattachement belongs to domain=Services de portefeuille et de paiement. Mais les descriptions ne decrivent pas le meme genre d'objet : 4d131ce6 (InfrastructureEvent) decrit un artefact — « Portefeuille multi-signatures necessitant plusieurs cles pour autoriser une transaction (ex. 2-of-3) » — et 9960f885 (ProtocolChange) decrit un acte — « Introduction de fonctionnalites multi-signature pour permettre des dispositifs de sequestre/escrow ». Aucune des deux ne porte de date.;oui;La fiche 9960f885 designe-t-elle l'introduction de la BIP 16 (pay-to-script-hash, avril 2013 selon la these ch.I n.80), auquel cas elle n'est pas un doublon de l'artefact 4d131ce6 ?;Ce qui manque pour trancher : un attribut date sur l'une des deux fiches. La these (ch.I n.80) date bien l'implementation de la BIP 16 d'avril 2013 et son essaimage (BitGo, Bitpay, Coinbase) d'aout 2013, mais aucune des deux fiches ne s'y rattache. Divergence annexe : 9960f885 est rattachee a occurs in=Phase de peche, 4d131ce6 a aucune phase. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F22-ASIC;a1d764bf362646b7822bf199bf9ca6c6;InfrastructureEvent — ASICs (spécialisation du minage);InfrastructureEvent;;13;14985e18fb394a4f90f5644668f0fb93;Controverse ASIC et centralisation du minage;GovernanceConflict;period=2012-2018;7;jeton-ASIC-partage|types-differents|relations-declarees;;homonymie_non_doublon;Actes distincts, et le graphe les distingue explicitement : a1d764bf (« ASICs (specialisation du minage) », InfrastructureEvent) porte 'triggers' ET 'affiliated with' vers 14985e18 (« Controverse ASIC et centralisation du minage », GovernanceConflict, period=2012-2018). L'arrivee d'une technologie et la controverse qu'elle declenche sont deux objets differents.;non;;Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F23-DAO-PROPOSITIONS;2914e957f2dd447385cde0af56b24f1e;Proposition de Hard Fork — The DAO;ProtocolProposal;year=2016;21;66a9aaacdaac4412bc2e687d4b633630;Proposition de Soft Fork — The DAO (abandon);ProtocolProposal;year=2016;19;nom-proche|meme-annee|meme-crise-source;0~;homonymie_non_doublon;Deux propositions concurrentes et explicitement opposees, repondant a la meme attaque : 2914e957 « Proposition de Hard Fork — The DAO » (status=implemented) et 66a9aaac « Proposition de Soft Fork — The DAO (abandon) » (status=rejected). Le graphe les cable comme alternatives d'un meme processus ('alternative proposal'), l'une gagnante, l'autre perdante.;non;;Paire a fort risque de faux positif pour un resolveur par nom : meme annee, meme objet, noms tres proches. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F24-CVE-2018-17144-PHASES;143db183ec7546c08334461b0625e9d8;CVE-2018-17144 — Évaluation en huis clos;CrisisPhase;timeStart=2018-09-17;12;896a139f04884630842b8c848ebdca94;CVE-2018-17144 — Révélation publique et consensus ex post;CrisisPhase;timeStart=2018-09-20;12;nom-proche|dates-proches-3j|meme-crise;;homonymie_non_doublon;Deux phases successives et voulues de la meme crise, distinguees par leur nom : « CVE-2018-17144 — Evaluation en huis clos » (date=2018-09-17) et « CVE-2018-17144 — Revelation publique et consensus ex post » (date=2018-09-20). Le type CrisisPhase existe precisement pour porter ce decoupage.;non;;L'ecart de 3 jours est le sujet meme de l'analyse (fenetre de huis clos) : le confondre effacerait le resultat. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F25-ETHEREUM-HARD-FORKS;69bbc0160968acbd6f0cfb812917767d;Ethereum Hard Fork — Muir Glacier;ProtocolChange;2020-01-02;3;ed784dce6320f08fae83cf569b3e494d;Ethereum Hard Fork — Arrow Glacier;ProtocolChange;2021-12-09;2;nom-tres-proche|meme-prefixe|descriptions-recouvrantes;707;homonymie_non_doublon;Deux hard forks distincts d'Ethereum, tous deux repoussant la difficulty bomb, d'ou des descriptions tres proches : « Muir Glacier » (date=2020-01-02) et « Arrow Glacier » (date=2021-12-09), 707 jours d'ecart. Le graphe les chaine par 'followed by' dans la sequence des hard forks.;non;;Paire la plus dangereuse de la famille des 11 hard forks nommes (similarite de nom 0,89 et de description 0,92). Toute la famille a ete passee au crible et ecartee par divergence de nom propre de fork. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F25-ETHEREUM-HARD-FORKS;e2cdb978bbdd4119aa946a271051a753;Ethereum Hard Fork (juillet 2016);CrisisEvent;;77;c4427c0f5da91478669a41b0f1392409;Ethereum Hard Fork — Berlin;ProtocolChange;2021-04-15;3;nom-proche|meme-prefixe-Ethereum-Hard-Fork|types-differents;;homonymie_non_doublon;"e2cdb978 (« Ethereum Hard Fork (juillet 2016) », CrisisEvent, degre 77) designe le fork du bloc 1920000 revertant les transactions de The DAO ; c4427c0f (« Ethereum Hard Fork — Berlin », ProtocolChange, date=2021-04-15) designe une mise a jour protocolaire ordinaire de 2021. Le prefixe commun est la seule ressemblance.";non;;e2cdb978 est apparie par similarite de nom a 10 hard forks nommes differents : c'est un artefact de prefixe, pas un signal. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F26-BIP-0050;72ed5cce1e98494385ca4eb091d6707c;CVE-2013-3220 (Netsplit BIP-0050);CrisisEvent;Mars 2013;9;0d3e806ee1f94421b7ff458eedc65ffa;CVE-2013-3219 — Unenforced block protocol rule;CrisisEvent;11/03/2013;5;bipId-identique|dates-emboitees|relations-declarees;;homonymie_non_doublon;Deux CVE distincts partageant le meme bipId=BIP-0050 parce qu'ils relevent du meme incident de mars 2013 : CVE-2013-3220 (Netsplit, date='Mars 2013') et CVE-2013-3219 (Fake Conf, date=11/03/2013). La description de 0d3e806e le dit explicitement : « Simultanee avec CVE-2013-3220 (Netsplit BIP-0050) le 11 mars 2013 ». Le graphe les relie par 'modification causes crisis (BIP)' dans les deux sens.;non;;Seul cas du perimetre ou un identifiant declare (bipId) est porte par deux fiches. Les identifiants CVE, eux, divergent : c'est le veto d'identifiants du mecanisme v97 qui joue correctement ici. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F27-CBOE-CME;82349be91da44883961b469695426d85;InfrastructureEvent — CBOE : marches futurs Bitcoin (2017);InfrastructureEvent;2017;23;3097f3ada89146d89f300ae74fb85ada;InfrastructureEvent — CME : marchés futurs Bitcoin (2017);InfrastructureEvent;2017;23;nom-tres-proche|meme-annee|meme-domaine;0~;homonymie_non_doublon;Deux places de marche differentes lancant des futures Bitcoin la meme annee (2017) : CBOE et CME. Les acronymes d'organisation divergent — c'est le veto d'identifiants du mecanisme v97, qui joue correctement.;non;;Conserve ici comme temoin : ce veto a deja evite une fusion fautive. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F28-MINAGE-GPU-POOLS;5dfe15f31a89483aae5b75e1e60fc5ef;GPU mining emergence;InfrastructureEvent;2010-07;9;7f80094676fd44a785c6483dbee4f8c5;Mining pools emergence;InfrastructureEvent;2011-01;3;nom-proche|dates-proches|meme-domaine;180~;homonymie_non_doublon;"Actes distincts : 5dfe15f3 (« GPU mining emergence », date=2010-07) decrit le passage du minage CPU au GPU par Laszlo Hanyecz ; 7f800946 (« Mining pools emergence », date=2011-01) decrit la formation des cooperatives de minage. Le graphe les rattache a des phases differentes (preuve de concept / peche).";non;;Le jeton commun « mining/minage emergence » suffit a les apparier a 0,76 de similarite : piege de resolveur par nom. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
F29-PCWORLD;944c9169ed3d416f95bebdfd4b9b1d20;InfrastructureEvent — Article PC World sur WikiLeaks/Bitcoin (decembre 2010);InfrastructureEvent;2010-12;26;3a7d7850c35842dc9127080eb7d30db3;InfrastructureEvent — Article PCWorld sur Bitcoin (décembre 2009);InfrastructureEvent;22/12/2009;24;meme-publication|meme-mois|annee-differente|descriptions-divergentes;360~;indetermine;Meme organe de presse (PC World) et meme mois (decembre), a un an d'ecart : 944c9169 (date=2010-12, « Article PC World sur WikiLeaks/Bitcoin ») et 3a7d7850 (date=22/12/2009, « Article PCWorld sur Bitcoin »). Le profil est celui d'une coquille d'annee, comme F01. Mais les descriptions decrivent des contenus differents (interet de WikiLeaks / couverture generale), ce qui est compatible avec deux articles reels.;oui;L'article PCWorld date du 22 decembre 2009 (3a7d7850) est-il une reference distincte et verifiable, ou une duplication decalee d'un an de l'article PC World de decembre 2010 ?;"Ce qui manque pour trancher : une reference bibliographique externe pour l'article de decembre 2009. Elements de doute internes : 3a7d7850 ne porte AUCUN dateSource, alors que 944c9169 en porte deux (Nakamoto 2010g ; Sedgwick 2019d) ; et la these ne mentionne qu'un seul article PC World, celui sur WikiLeaks (ch.I l.273). Le cablage de 3a7d7850 est en outre douteux ('part of' vers Satoshi Nakamoto). Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1)."
F30-SEGWIT-BIP148;f979ff6cc3cd4861b1de30ec72463c7c;BIP-148 — Soft fork: SegWit UASF;CrisisEvent;12/03/2017;17;738483a6f54f428f88c96ef209b2fede;BIP-148 — UASF activation SegWit;ProtocolProposal;year=2017;6;numero-de-BIP-identique|meme-annee|types-differents;0~;indetermine;Meme BIP-148 porte par deux fiches de types differents : f979ff6c (CrisisEvent, date=12/03/2017, « BIP-148 — Soft fork: SegWit UASF ») et 738483a6 (ProtocolProposal, year=2017, status=activated, « BIP-148 — UASF activation SegWit »). Les deux pointent vers la meme activation ('decision_emerges_from' vers l'activation du 1er aout 2017).;oui;Le couplage proposition (ProtocolProposal) / crise (CrisisEvent) pour un meme BIP est-il une couche de modelisation voulue, applicable a tous les BIP du graphe ?;Meme motif que F31 ci-dessous et que F20 : la question est generale, pas particuliere a ce BIP. Degres reportes, aucun canonique designe (piege C5 de grc20-dedup-events-audit-v1).
